"dạy","𠰺","to teach, to educate, to train",3,8,767,"20C3A","standard"
"dạy bảo","𠰺保","to elevate, to bring up",0,,
"dạy học","𠰺学","to teach (at a school)",0,,3794
"dầu","油","oil, fat, grease",2,8,873,"6CB9","standard"
"dầu ăn","油咹","cooking oil, edible oil",0,,
"dẫn","引","to conduct, to guide, to escort",3,4,713,"5F15","standard"
"dẫn chứng","引證","to cite, to quote",0,,
"dẫn giải","引解","to insert glosses, add marginal notes",0,,
"dẫn điện","引電","current carrying, conducting, live (electric)",0,,
"dẫn đường","引塘","to show the way",0,,
"dắt","𢩮","to lead; to tow; to guide",4,7,2099,"22A6E","standard"
"dễ","易","easy",3,8,613,"6613","standard"
"dễ chịu","易𠹾","agreeable, pleasant, cozy",0,,4710
"dễ thương","易傷","lovely, likeable, nice",4,,2487
"dễ thường","易常","probably, possibly",0,,
"dịch","譯","to translate, to decode",3,20,592,"8B6F","standard"
"dịch vụ","役務","service",4,,1166
"dụng","用","to use, to employ",2,5,1645,"7528","standard"
"dự","預","[before, in advance]",3,13,511,"9810","standard"
"dự báo","預報","forcast, to forcast",0,,4671
"dự chi","預支","planned expenditure",0,,
"dự kiến","預見","to predict, to foresee, to anticipate",4,,2137
"dự án","預案","emergency plan; draft; project",3,,730
"dự định","預定","to project, to plan, to schedule",4,,2634
"dựa","豫","to lean on; to stand against",4,16,1908,"8C6B","standard"
"dựa trên","豫𨕭","to found (sth.) on",4,,2171
"dựng","𥩯","to erect, to raise, to set up, to put up",3,10,762,"25A6F","standard"
"em","㛪","younger sibling",2,11,92,"36EA","standard"
"em bé","㛪𡮣","little child; baby",4,,2476
"em chồng","㛪重","younger brother or sister in law",0,,
"em chồng","㛪𫯳","brother in law, sister in law",0,,
"gia","家","[house, home; family]",3,10,436,"5BB6","standard"
"gia","加","to increase, to add",3,5,436,"52A0","standard"
"gia cảnh","家景","family condition, situation of the family",0,,
"gia nhập","加入","to adhere; to accede",0,,3333
"gia tăng","加增","to increase",3,,908
"gia vị","加味","spice",0,,4762
"gia đình","家庭","family",2,,143
"gia đình bên nội","家庭边内","family on the paternal (father's) side",0,,
"gia đình trị","家庭治","nepotism",0,,
"gian","間","[space, interval; between]",4,12,1656,"9593","standard"
"giao","交","to deliver, to hand over, to exchange; [to communicate]",4,6,989,"4EA4","standard"
"giao hàng","交行","to deliver goods",0,,
"già","𦓅","old, aged",3,16,568,"264C5","standard"
"già cả","𦓅哿","venerably old, elderly",0,,
"già yếu","𦓅要","decrepit, old and feeble",0,,
"già đời","𦓅𠁀","for many years of life, the whole life",0,,
"giá","价","price, value",2,15,274,"50F9","standard"
"giá mắt","价眜","high price, high value",0,,
"giá thị trường","价市場","market price, market rate, market value",0,,
"giá trị","价値","value, worth",3,,466
"giáo","教","to teach, to educate",4,11,1180,"6559","standard"
"giáo sư","教師","professor",4,,1055
"giáo viên","教員","teacher, instructor",4,,2522
"giáo vụ","教務","educational administration",0,,
"giáo đường","教堂","palace of worship, church",0,,
"giáp","夾","bordering, adjacent, near",4,7,1835,"593E","standard"
"giáp chiến","夾戰","to face each other in a battle",0,,
"giáp giới","夾界","to share the same border, to border",0,,
"giáp hạt","夾籺","between-crop period",0,,
"giáp mặt","夾𩈘","face to face",0,,
"gió","䬔","wind; air",3,18,721,"4B14","standard"
"gió mùa","䬔务","monsoon",0,,
"gió mưa","䬔𩅹","wind and rain; bad weather",0,,
"gió trăng","䬔𦝄","wind and moon; natural scenery; erotic",0,,
"gió đông","䬔東","easterly wind; spring wind; spring; breeze",0,,
"giúp","𠢞","to help, to assist",2,13,191,"2089E","standard"
"giúp đỡ","𠢞拖","to help, to assist",0,,
"giả","者","[the one who, that person]",4,8,974,"8005","standard"
"giải","解","to solve, to answer, to explain",2,13,298,"89E3","standard"
"giải nghĩa","解義","to explain",0,,
"giải quyết","解決","to resolve (a dispute), to settle (a difference)",4,,1251
"giải thích","解釋","to explain, to clarify",4,,1150
"giấy","紙","paper",3,10,681,"7D19","standard"
"giấy báo","紙報","newsprint",0,,
"giấy bạc","紙鉑","banknote, paper money",0,,
"giấy in","紙印","printing paper",0,,
"giấy viết thư","紙曰書","letter paper",0,,
"giấy đánh máy","紙打𣛠","typing paper, flimsy paper",0,,
"giấy ảnh","紙影","photographic paper",0,,
"giới","界","limit; world; society",3,9,518,"754C","standard"
"giới hạn","界限","limit; term; bound",4,,2154
"giờ","𣇞","time",2,11,278,"231DE","standard"
"giờ làm việc","𣇞爫役","working hours",0,,
"giờ lâu","𣇞𥹰","a long while",0,,
"giờ đây","𣇞低","now; nowadays",4,,2054
"giữ","𡨹","to keep; to retain; to hold; to maintain",2,11,304,"21A39","standard"
"giữ chỗ","𡨹𡊲","to occupy a seat",0,,
"giữ lòng","𡨹𢚸","to take care of ones heart",0,,
"giữ lời","𡨹𠳒","to keep one's word",0,,
"giữ miệng","𡨹𠰘","to be cautious in one's words, to hold one's tongue",0,,
"giữ ý","𡨹意","to be thoughtful",0,,
"giữa","𡨌","between, in the middle of, amid",2,10,179,"21A0C","standard"
"gái","𡛔","female; girl",2,7,286,"216D4","standard"
"gây","𢲧","to quarrel; to cause, to excite, to initiate",2,13,297,"22CA7","standard"
"gây chiến","𢲧戰","to provoke a war; to be a warmonger",0,,
"gây chuyện","𢲧𡀯","to be quarrelsome; to pick a quarrel (with sb.)",0,,
"gây dựng","𢲧𥩯","to found, to stablish",0,,
"gã","妸","lad, bloke, underdog",4,8,1390,"59B8","standard"
"gì","之","what",2,4,86,"4E4B","standard"
"gấp","急","pressing, urgent, hurry",3,9,1804,"6025","standard"
"gần","𧵆","near; nearly, almost",2,11,232,"27D46","standard"
"gần xa","𧵆賖","near and far, everywhere",0,,
"gặp","﨤","to meet, to encounter",2,8,265,"FA24","standard"
"gặp mặt","﨤𩈘","to meet (in person)",0,,4347
"gặp nhau","﨤憢","to meet each other",4,,2082
"gọi","噲","to call",2,16,392,"5672","standard"
"gọi cửa","噲𨴦","to knock at the door",0,,
"gọi là","噲𱺵","provisionally, superficial",3,,595
"gỗ","楛","wood, timber",4,13,986,"695B","standard"
"gỗ cây","楛𣘃","rough timber",0,,
"hai","𠄩","two",1,7,46,"20129","standard"
"hai mặt","𠄩𩈘","double-faced, decitful, duplicitous",0,,4972
"hay","咍","or; good; well",1,8,69,"548D","standard"
"hay là","咍𱺵","or",4,,2225
"hay quá","咍過","very good; well done",0,,
"hay sao","咍牢","isn't it?",0,,3915
"hiểm","險","dangerous, risky",0,16,,"96AA","standard"
"hiểu","曉","to understand",2,16,343,"66C9","standard"
"hiểu biết","曉别","to know, to be familiar with",4,,1672
"hiện","現","to appear",3,11,407,"73FE","standard"
"hiện nay","現𫢩","today, nowadays",3,,593
"hiện tiền","現前","in front of one",0,,
"hiện tại","現在","at present; present, modern, nowadays",4,,1128
"hiện đại","現代","contemporary, modern times",3,,901
"hoa","華","chinese",2,11,124,"83EF","standard"
"hoa","花","flower",2,8,124,"82B1","standard"
"hoa kỳ","花旗","United States of America",0,,
"hoa trà","花茶","camelia",0,,
"hoà","和","[harmony, peace]",3,8,415,"548C","standard"
"hoà bình","和平","peace, peaceful",0,,
"hoàng cung","皇宮","royal palace",0,,4927
"hoá","化","to become, to change, to transform",3,4,512,"5316","standard"
"hoá học","化学","chemistry",0,,3712
"hoá trị","化値","valence (in chemistry)",0,,
"hoả","火","[fire, flame; anger, rage]",4,4,2308,"706B","standard"
"hoả sơn","火山","volcano",0,,
"hoả tinh","火星","Mars",0,,
"hoặc","或","or; either",2,8,208,"6216","standard"
"hoặc là","或𱺵","or; either",0,,4364
"hà","河","river",3,8,560,"6CB3","standard"
"hà nội","河内","Hanoi",2,,169
"hàng","航","[sail; navigate]",2,10,185,"822A","standard"
"hàng","行","line, row; rank, order; goods, wares, merchandise",2,6,185,"884C","standard"
"hàng chữ","行𡦂","line of text",0,,
"hàng hải","航海","navigation (nautical)",0,,
"hàng không","航空","aviation",4,,2103
"hành khách","行客","passenger",4,,1876
"hành lang","行廊","corridor, passage, gallery",0,,3617
"hành tinh","行星","planet",0,,3452
"hán","漢","[Chinese; Chinese language]",4,14,1838,"6F22","standard"
"hán việt","漢越","Sino-Vietnamese",0,,
"hán văn","漢文","classical Chinese literature",0,,
"hát","欱","to sing",2,10,395,"6B31","standard"
"hãng","行","company, firm",2,6,833,"884C","standard"
"hét","喝","to scream, to cry",2,12,4060,"559D","standard"
"hình","形","appearance, shape; picture, photo",2,7,134,"5F62","standard"
"hình thành","形成","to take form, to shape",0,,
"hình thế","形勢","complexion, character, situation; terrain, topography",0,,
"hình thức","形式","form",4,,1227
"hình vẽ","形𦘧","painting, drawing",0,,
"hình ảnh","形影","image, photo, photograph",0,,
"hòn","𡉕","hill; small island; ball, piece",4,6,2036,"21255","standard"
"hòn đảo","𡉕島","(small) island",0,,
"hôm","歆","day",2,17,290,"232DA","standard"
"hôm kia","歆箕","the day before yesterday",0,,
"hôm nay","歆𫢩","today",3,,844
"hôm qua","歆戈","yesterday",4,,2643
"hôm sau","歆𡢐","the next day, the following day",4,,1834
"hôm xưa","歆𠸗","one long past day",0,,
"hơi","唏","steam, air, gas; a little bit, slightly",3,10,661,"550F","standard"
"hơn","欣","more than; better than",1,8,54,"6B23","standard"
"hương","香","perfume; fragrancy",3,9,440,"9999","standard"
"hương","鄉","[rural, village]",3,12,440,"9109","standard"
"hương liệu","香料","spice, condiment",0,,
"hương lão","鄉老","village elders",0,,
"hương tục","鄉俗","village custom",0,,
"hương vị","香味","taste, aromatic flavour",0,,3634
"hưởng","響","[to make noise; sound]",4,20,1622,"97FF","standard"
"hạ","下","to lower, to set down, to take down",3,3,863,"4E0B","standard"
"hạ bút","下筆","set pen to paper",0,,
"hạ bộ","下部","lower part of the abdomen",0,,
"hạ cờ","下旗","to lower the flag",0,,
"hạ giá","下价","to lower the price; to debase",0,,
"hạ giới","下界","this world",0,,
"hạ long","下龍","Ha Long (city in Vietnam)",4,,2345
"hạ mã","下馬","to dismount from a horse",0,,
"hạ mình","下𨉟","to condescend; to demean oneself",0,,
"hạ thuỷ","下水","to launch (a ship)",0,,
"hạ viện","下院","Lower House, House of Commons (UK), House of Representatives (USA)",0,,3900
"hạch","核","nucleus",2,10,,"6838","standard"
"hạch nhân","核仁","nucleolus",0,,
"hạn","限","limit; term",4,9,1575,"9650","standard"
"hạnh","幸","[luck, fortunate]",4,8,1748,"5E78","standard"
"hạnh","杏","apricot tree",4,7,1748,"674F","standard"
"hạnh nhân","杏仁","almond",0,,
"hạnh phúc","幸福","happiness",3,,588
"hạt châu","籺珠","pearl",0,,
"hạt mưa","籺𩅹","rain drop",0,,
"hạt sen","籺蓮","lotus seed",0,,
"hạt tiêu","籺椒","peppercorn",0,,
"hải","海","[sea, ocean]",3,10,633,"6D77","standard"
"hải khẩu","海口","river delta, estuary",0,,
"hải nam","海南","Hainan (island)",0,,
"hải ngoại","海外","abroad, overseas",4,,2353
"hải quan","海関","customs, customs duty office",0,,
"hải quân","海軍","naval forces, navy",4,,2546
"hận","恨","hatred; resentiment",0,9,2996,"6068","standard"
"hậu","後","[after, behind]",4,9,1222,"5F8C","standard"
"hậu thuộc địa","後屬地","post-colonial",0,,
"hậu đường","後堂","building at the back of a mansion",0,,
"hắn","𪝳","he; him (derogatory)",3,16,572,"2A773","standard"
"hắn ta","𪝳些","bloke, jerk, idiot",0,,
"hết","歇","to be over; to end; to expire; to be used up",2,13,219,"6B47","standard"
"hết cả","歇哿","all and sundry, all without exception",0,,
"hết hơi","歇唏","out of breath, breathless",0,,
"hết mùa","歇务","out of season",0,,
"hệ","係","[to relate to, to connect]",4,9,2511,"4FC2","standard"
"hệ","系","system, branch",4,7,2511,"7CFB","standard"
"hệ số","係数","coefficient, factor",0,,
"hệ thống","系統","system, network, net",3,,717
"họ","户","they",1,4,61,"6236","standard"
"học","学","to learn, to study",2,16,199,"5B78","standard"
"học giả","学者","scholar, literary man",4,,2524
"học hành","学行","to learn, to study",4,,2744
"học sinh","学生","pupil; schoolboy; schoolgirl",3,,859
"học thuộc lòng","学屬𢚸","to memorize, to learn something by heart",0,,
"học viện","学院","institute",0,,3674
"học vấn","学問","knowledge, learning, literacy",0,,
"học đường","学堂","school",0,,
"hỏi","𠳨","to ask; to question, to inquire",2,10,311,"20CE8","standard"
"hỏi thăm","𠳨探","to ask after, inquire about (someone)",0,,3960
"hối","悔","to repent; to regret; to rue",0,10,,"6094","standard"
"hối hận","悔恨","to repent; to rue",0,,4852
"hối tiếc","悔惜","to repent, to regret",0,,
"hồ","湖","lake",2,12,245,"6E56","standard"
"hồ","糊","glue; to glue",2,15,245,"7CCA","standard"
"hồ thuỷ","湖水","pale blue",0,,
"hồi","回","to return",3,6,474,"56DE","standard"
"hồi","徊","time, period; when, at (some time)",3,9,474,"5F8A","standard"
"hồi","徊","[to hesitate, to be irresolute]",3,9,474,"5F8A","standard"
"hồi giáo","回教","islam",4,,1667
"hồi lâu","徊𥹰","a long while",0,,
"hồi lại","回吏","to turn back, to reverse",0,,
"hồi nào","徊芇","when (in the past)",0,,
"hồi sinh","回生","reanimate",0,,4538
"hồi thanh","回聲","echo",0,,
"hồi trước","徊𠓀","in the past, before",0,,
"hồi tưởng","回想","to remember, to recall",0,,
"hồi tưởng","回想","to remember, to recall",0,,
"hồi văn","回文","palindrome",0,,
"hồi xuân","回春","change of life, menopause",0,,
"hồi xưa","徊𠸗","in earlier times, in former times",0,,
"hồi âm","回音","to reply",4,,2112
"hồi đó","徊妬","then, back then, at that time",0,,
"hồng","紅","rose, pink; rosy",3,9,489,"7D05","standard"
"hồng hà","紅河","the Red River",0,,
"hồng thập tự","紅十字","Red Cross",0,,
"hỗ","互","[mutually, reciprocally]",0,4,,"4E92","standard"
"hỗ trợ","互助","to help one another",4,,1354
"hộ khẩu","户口","registered residence; population, number of inhabitants",0,,
"hội","会","to meet; meeting",2,13,112,"6703","standard"
"hộp","盒","box, case",4,11,1916,"76D2","standard"
"hộp thư","盒書","post office box",0,,
"hột","籺","grain, seed",4,9,4112,"7C7A","standard"
"hợp","合","to fit; to join",4,6,963,"5408","standard"
"hợp bang","合邦","confederation",0,,
"hợp doanh","合营","to share a venture, to joint-venture, to cooperate",0,,
"hợp kim","合金","alloy",0,,
"hợp phần","合分","constituent, component",0,,
"in","印","to print",3,6,491,"5370","standard"
"khi","欺","when, while; case, circumstance",1,12,30,"6B3A","standard"
"khi nào","欺芇","when",4,,2056
"khi nãy","欺迺","just a moment ago",0,,
"khoa","科","field of study, subject of study",4,9,1187,"79D1","standard"
"khoa học","科学","science",3,,594
"khoa trưởng","科長","dean, head of a university department",0,,
"khoảng","曠","about, circa; space, distance, interval; period (time)",2,18,240,"66E0","standard"
"khoảng không","曠空","space (including atmosphere)",0,,
"khoẻ","劸","healthy, strong",4,8,2719,"52B8","standard"
"khu","區","area, district, zone",2,11,381,"5340","standard"
"khu phố","區庯","quarter (of a city)",0,,3018
"khu vực","區域","zone, area",3,,499
"khuyển","犬","[dog]",3,4,,"72AC","standard"
"khác","恪","other; another; further",1,9,78,"606A","standard"
"khác biệt","恪别","different, unequal",4,,1750
"khác thường","恪常","especial, extraordinary",0,,4530
"khách","客","guest, visitor",2,9,391,"5BA2","standard"
"khách địa","客地","foreign land",0,,
"khán giả","看者","spectator, audience",4,,1051
"khí","氣","[air, steam]",4,10,1076,"6C23","standard"
"khí thế","氣勢","momentum, impetus",0,,
"khó","𧁷","difficult",3,19,516,"27077","standard"
"khó chịu","𧁷𠹾","grumpy; unbearable",4,,2831
"khó khăn","𧁷巾","hard, difficult, troublesome",3,,682
"khó lòng","𧁷𢚸","unlikely",0,,
"khó nghĩ","𧁷𢪀","to be at a loss",0,,
"khóc","哭","to cry, to weep, to shed tears",3,10,793,"54ED","standard"
"không","空","no; not; without; (closed-question marker)",1,8,10,"7A7A","standard"
"không bao giờ","空包𣇞","never",0,,
"không gì","空之","nothing",0,,
"không khí","空氣","air; atmosphere",4,,1223
"không kể","空計","excluding, not counting",0,,4660
"không sao","空牢","no problem, never mind, it's okay, you're welcome",4,,2806
"không thể","空体","impossible; unable, incapable",2,,282
"không tưởng","空想","fantastic, utopian",0,,
"khăn","巾","towel",4,3,2072,"5DFE","standard"
"khảo","考","[to verify, to test, to examine]",0,6,4239,"8003","standard"
"khảo cứu","考究","to study, to carry out scientific research",0,,3546
"khảo tra","考查","to investigate",0,,
"khẩu","口","[mouth; entrance; gate]",4,3,1525,"53E3","standard"
"khẩu phần","口分","ration",0,,
"khắp","泣","all, all of",3,8,660,"6CE3","standard"
"khắp nơi","泣坭","everywhere",0,,
"khỏi","塊","to escape, to prevent",2,13,363,"584A","standard"
"khổ","苦","painful, hard, bitter",3,9,1126,"82E6","standard"
"khổng","孔","[emptiness, hollow, hole, opening]",0,4,3439,"5B54","standard"
"khổng giáo","孔教","Confucianism",0,,
"khổng tử","孔子","Confucius",0,,
"kia","箕","that, the other",3,14,495,"7B95","standard"
"kim","金","[gold, metal]",2,8,325,"91D1","standard"
"kim","今","[today]",2,4,325,"4ECA","standard"
"kim anh","金英","cherokee rose",0,,
"kim bằng","金朋","true friend",0,,
"kim cổ","今古","the present and the past",0,,
"kinh","経","classic works, prayer book",3,13,768,"7D93","standard"
"kinh doanh","経营","to carry on, to run (a business)",4,,1310
"kinh sử","経史","classics and history",0,,
"kinh tài","経財","economy and finance",0,,
"kinh tế","経济","economy",3,,536
"kiếm","劍","sword",3,15,542,"528D","standard"
"kiếm thuật","劍朮","swordsmanship, fencing",0,,
"kiến","見","[to see]",3,7,732,"898B","standard"
"kiện","件","item; case; matter; to sue",4,6,2062,"4EF6","standard"
"kêu","叫","to call; to cry",4,7,1287,"544C","standard"
"kêu cầu","叫求","to pray for help (from higher levels)",0,,
"kêu gọi","叫噲","to appeal, to call upon",4,,1457
"kêu trời","叫𡗶","to implore God, to beseech God, to pray for help",0,,
"kẻ","仉","man, person, he",3,4,471,"4EC9","standard"
"kẻ khó","仉𧁷","the poor; beggar",0,,
"kẻ lớn","仉𡘯","the mighty, the privileged",0,,
"kẻ nhỏ","仉𡮈","the average, the ordinary man",0,,
"kết","結","to tie, to knot",3,12,838,"7D50","standard"
"kết duyên","結縁","to join in wedlock, to tie a knot",0,,
"kết hợp","結合","to combine, to coordinate",4,,1555
"kết quả","結果","result",3,,786
"kể","計","to tell; in relation to, with respect to",2,12,241,"20E25","standard"
"kể ra","計𫥨","in fact, to be fair",0,,
"kể trên","計𨕭","above-mentioned, above-said, above",0,,4090
"kỳ","奇","strange; unusual",2,8,91,"5947","standard"
"kỳ","期","[period, time, age]",2,12,91,"671F","standard"
"kỳ","圻","[border, boundary]",2,7,91,"573B","standard"
"kỷ","紀","period",0,9,,"7D00","standard"
"kỷ nguyên","紀元","era, epoch",0,,
"la","囉","to shout, to cry",3,22,614,"56C9","standard"
"la hét","囉喝","to scream",0,,
"lan","蘭","orchid",3,21,420,"862D","standard"
"lang","廊","[corridor]",2,12,2350,"5ECA","standard"
"liên","連","[to connect]",3,11,432,"9023","standard"
"liên","聯","[to join, to associate]",3,17,432,"806F","standard"
"liên bang","聯邦","union, federation, federal",4,,1424
"liên doanh","聯营","joint venture",0,,
"liên hệ","聯係","to contact (someone), to connect",4,,1972
"liên hợp","聯合","union, association; to link, to join; to conjugate",0,,
"liên kết","連結","to link, to connect",0,,
"liên quan","聯関","to concern so./sth.",3,,753
"liên tưởng","連想","to associate, to make associations",0,,4038
"liên tỉnh","聯省","inter-provincial",0,,
"liệu","料","[materials, ingredients]",3,10,947,"6599","standard"
"lo","𢗼","to worry, to take care of",3,8,443,"225FC","standard"
"lo buồn","𢗼𢞂","full of cares, sorrowful",0,,
"long","龍","[dragon]",2,16,393,"9F8D","standard"
"loại","類","class, group, kind, category",2,19,207,"985E","standard"
"luôn","輪","directly, right away; also, too; often; [wheel, disk; revolve, recur]",2,15,284,"8F2A","standard"
"luôn luôn","輪輪","continously, always",4,,2048
"luôn miệng","輪𠰘","to talk incessantly",0,,
"luận","論","to debate, to discuss; essay",4,15,1945,"8AD6","standard"
"luận cứ","論拠","foundation (of a thesis), basis of argumentation",0,,
"luận ngữ","論語","the Analects (of Confucius)",0,,
"luận đề","論題","topic, subject of discussion",0,,
"luật","律","law, rule, regulation",3,9,714,"5F8B","standard"
"luật sư","律師","lawyer, advocate",4,,1542
"là","𱺵","to be",1,9,3,"31EB5","standard"
"làm","爫","to do; to make",1,4,40,"722B","standard"
"làm cho","爫朱","to cause sth., to provoke sth., to induce",3,,836
"làm giấy","爫紙","to certify sth. in writing",0,,
"làm gì","爫之","what for; what to do",3,,941
"làm khách","爫客","to stand upon ceremony, to behave formally",0,,
"làm mùa","爫务","to make preparations for the crops",0,,
"làm sao","爫牢","how",0,,
"làm việc","爫役","to go to work, to work; working",0,,
"làm xong","爫衝","to finish, to finalize, to complete",0,,
"làng","廊","village",2,12,247,"5ECA","standard"
"lá","𦲿","leaf",3,25,547,"863F","standard"
"lâm","林","[forest, woods]",3,8,802,"6797","standard"
"lâm học","林学","forestry",0,,
"lâu","𥹰","long, long time, long while",2,12,355,"25E70","standard"
"lâu đời","𥹰𠁀","long-standing",0,,3203
"lãnh","領","to receive; [to lead]",4,14,1018,"9818","standard"
"lãnh sự","領事","consul",0,,
"lão","老","old, aged",3,6,907,"8001","standard"
"lão bà","老妑","old lady",0,,
"lão giáo","老教","Taoism",0,,
"lên","𨖲"," to rise; to ascend; to go up",1,15,59,"285B2","standard"
"lên lớp","𨖲𤖹","to give a lesson",0,,
"lòng","𢚸","soul, mind, heart; feeling",2,11,228,"226B8","standard"
"lòng tốt","𢚸卒","kind, kindness",0,,
"lúc","𣅶","moment, time",2,8,106,"23176","standard"
"lúc này","𣅶尼","currently; at present",0,,
"lý","李","(surname)",2,7,107,"674E","standard"
"lý","理","logic; reason",2,11,107,"7406","standard"
"lý do","理由","cause; reason",0,,
"lý tưởng","理想","ideal",0,,
"lượng","量","quantity, measure",4,12,1192,"91CF","standard"
"lại","吏","also; to come; again, re-...",1,6,35,"540F","standard"
"lại","ㇴ","(iteration mark)",0,2,35,"31F4","standard"
"lấy","𥙩","to take",2,9,186,"25669","standard"
"lần","吝","time, times",2,7,116,"541D","standard"
"lần đầu","吝頭","the first time",0,,
"lần đầu tiên","吝頭先","the (very) first time",0,,
"lập","立","to form, to establish, to set up",2,5,385,"7ACB","standard"
"lắm","𡗋","very",2,19,360,"215CB","standard"
"lễ","礼","holiday; festival; [manners, courtesy, etiquette]",2,18,156,"79AE","standard"
"lễ giáo","礼教","rites, ethical behaviour",0,,
"lễ trung thu","礼中秋","mid-autumn festival",0,,
"lịch","歷","[passing, successive, throughout; past, historic]",4,16,1732,"6B77","standard"
"lịch","厤","calendar",4,16,1732,"66C6","standard"
"lịch sử","歷史","history",2,,287
"lỗi","纇","mistake; fault; error",4,21,1206,"7E87","standard"
"lớn","𡘯","big; large",2,10,125,"2162F","standard"
"lớp","𤖹","class; layer, coat",3,9,467,"245B9","standard"
"lời","𠳒","word",2,10,218,"20CD2","standard"
"lục","綠","green",3,14,774,"7DA0","standard"
"lửa","焒","fire",3,10,779,"7112","standard"
"lửa lòng","焒𢚸","lust, desire",0,,
"lửa tình","焒情","ardent zeal",0,,
"lựa","攎","to select, to choose",0,19,4822,"650E","standard"
"lựa chọn","攎𢮪","to select, to choose",4,,1262
"lực","力","force, strength",4,2,1448,"529B","standard"
"lực lượng","力量","strengh, force, power",4,,1279
"mai","埋","[to bury]",3,10,643,"57CB","standard"
"mai một","埋没","to bury; to neglect",0,,
"mang","芒","to carry; to wear",2,9,151,"8292","standard"
"mang tiếng","芒㗂","to suffer a bad reputation",0,,
"minh","明","[bright; clear]",2,8,268,"660E","standard"
"miền","沔","region; district",2,7,316,"6C94","standard"
"miền bắc","沔北","northern region; northern Vietnam",0,,
"miền nam","沔南","southern region; southern Vietnam",0,,
"miền trung","沔中","central region; central Vietnam",0,,
"miệng","𠰘","mouth",4,8,1094,"20C18","standard"
"mua","𧷸","to buy",2,18,233,"27DF8","standard"
"muốn","悶","to desire, to want, to wish",2,15,119,"3996","standard"
"mà","麻","but",1,17,33,"264E1","standard"
"mà thôi","麻推","only, merely, just, not more than",0,,
"màu","牟","color",2,6,296,"725F","standard"
"màu lục","牟綠","green; green color",0,,
"màu sắc","牟色","color",4,,1332
"màu vẽ","牟𦘧","paint",0,,
"màu đen","牟黰","black color",0,,
"mày","𠋥","you, your (informal)",3,11,735,"202E5","standard"
"má","媽","mother",4,13,982,"5ABD","standard"
"máu","𧖱","blood",3,11,843,"275B1","standard"
"máu tham","𧖱貪","cupidity",0,,
"máy","𣛠","machine; engine",2,16,324,"236E0","standard"
"máy bay","𣛠𠖤","airplane",0,,
"mây","𩄲","cloud",4,18,1282,"29132","standard"
"mã","馬","[horse]",4,10,1045,"99AC","standard"
"mã lực","馬力","horsepower",0,,
"mèo","猫","cat",4,12,1481,"732B","standard"
"mê","迷","to be fascinated; to loose consciousness, to faint",4,9,1056,"8FF7","standard"
"mình","𨉟","we; us",1,15,42,"2825F","standard"
"môi","媒","[medium, intermediary, agent, go-between]",4,12,1582,"5A92","standard"
"môi trường","媒場","environment; medium",4,,1031
"môi trường học","媒場学","environmental sciences, ecology, mesology",0,,
"mùa","务","season; time; tide",2,5,291,"52A1","standard"
"mùa thu","务秋","autumn",0,,
"mùa xuân","务春","spring (season)",0,,
"mùi","味","flavour, taste, smell",2,8,920,"5473","standard"
"mưa","𩅹","rain",3,20,746,"29179","standard"
"mười","𨑮","ten",3,8,759,"2846E","standard"
"mạng","命","fate; destiny",3,8,517,"547D","standard"
"mạng người","命𠊛","life",0,,
"mạnh","孟","strong, powerful",3,8,410,"5B5F","standard"
"mạnh khoẻ","孟劸","healthy",0,,
"mất","𠅍","to lose; lost; to die, to vanish",2,8,201,"2014D","standard"
"mất dạy","𠅍𠰺","mannerless, ill-bred",0,,
"mất mùa","𠅍务","to have a poor crop",0,,
"mấy","𠇍","(quite) a few, some; how many",1,6,222,"201CD","standard"
"mấy ai","𠇍埃","few people",0,,
"mấy khi","𠇍欺","rarely, seldom, few times",0,,
"mắt","眜","eye; expensive",2,10,266,"771C","standard"
"mặc","默","[silent, quiet; dark]",3,16,657,"9ED8","standard"
"mặc cảm","默感","complex; sense, perception",0,,4702
"mặc dù","默𠶢","though; allthough",3,,874
"mặc dầu","默𠶢","though; although",0,,
"mặt","𩈘","face",2,14,209,"29218","standard"
"mặt tiền","𩈘前","front, front side",0,,
"mặt trăng","𩈘𦝄","moon",0,,4644
"mặt trận","𩈘陣","front, battle front",0,,3126
"mặt trời","𩈘𡗶","sun",0,,
"mẹ","媄","mother; mom",2,12,146,"5A84","standard"
"mọi","𤞦","each, every",2,10,165,"247A6","standard"
"mọi người","𤞦𠊛","everybody, everyone",0,,
"mỗi","每","each, every",2,7,149,"6BCF","standard"
"một","𠬠","one",1,5,4,"20B20","standard"
"một","没","[to sink; to have not]; also: number one (see 𠬠)",0,7,4,"6CA1","standard"
"một cái","𠬠丐","one (piece)",0,,
"một dược","没藥","myrrh",0,,
"một hơi","𠬠唏","in one go, at a stretch",0,,
"một hồi","𠬠徊","a while",0,,
"một lúc","𠬠𣅶","a moment",4,,1967
"một lần","𠬠吝","once",3,,726
"một nghìn","𠬠𠦳","one thousand",0,,
"một triệu","𠬠兆","one million",0,,
"một trăm","𠬠𤾓","one hundred",0,,
"một vài","𠬠𠄧","some, several, quite a few",4,,1369
"một vạn","𠬠万","ten thousand",0,,
"một ít","𠬠𠃣","a little bit, a tiny bit",0,,3681
"một đôi","𠬠堆","a few, some",0,,4002
"mới","㵋","new; fresh",1,15,58,"3D4B","standard"
"mới đây","㵋低","recently, lately, just now",4,,1462
"mở","𨷑","to open",3,21,398,"28DD1","standard"
